id,title,category,energy,fat,fatsat,fattrans,carbs,fiber,sugar,protein,cholesterol,sodium,calcium,iron,vitc,sugaradded,potassium,famu,fapu,magnesium,zinc,phosphorus,vita,thiamin,riboflavin,niacin,vitb6a,folate,folatefood,folac,vitb12,vitd,vite,vitk1,water,sugaralc,measures,density,healthLabels,cautionLabels
wgl64slb,Wiener Schnitzel,genericMeals,258.546,15.631,4.683,0.241,14.969,0.89,1.972,13.96,79.843,214.263,43.833,1.519,2.216,0.153,222.401,7.703,2.134,20.555,1.856,160.561,40.836,0.204,0.24,4.639,0.283,41.155,17.132,14.151,0.855,0.278,1.588,7.274,54.151,,"{""oneMedium"":259.4,""serving"":259.4,""ml"":1.0}",1.0,102751744,120
wguawa8a,horseradish tree,genericFoods,60.0,0.93,,,11.15,2.0,1.0,5.27,0.0,245.0,151.0,2.32,31.0,,344.0,,,151.0,0.49,67.0,351.0,0.222,0.509,1.995,0.929,23.0,23.0,0.0,0.0,0.0,0.1,108.0,81.65,,"{""cup"":42.0}",0.178,134217727,0
wh8auqyb,Onion Marmalade,genericMeals,88.415,2.495,0.728,0.032,15.711,1.27,11.706,0.865,2.082,102.695,22.409,0.29,6.719,7.699,122.018,1.387,0.25,9.006,0.14,23.507,7.475,0.035,0.023,0.122,0.095,13.065,14.478,0.0,0.002,0.014,0.294,1.714,79.693,,"{""oneMedium"":377.29,""serving"":377.29,""ml"":1.0}",1.0,111148780,10
whe6s1ib,nutmeg butter,genericFoods,884.0,100.0,90.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2,,0.0,,"{""serving"":30.0,""tsp"":4.5,""tbsp"":13.6,""cup"":218.0}",0.918,517996543,0
whxlw0ca,Sticky Biscuits,genericMeals,358.471,18.601,8.284,0.489,46.429,1.424,26.752,3.663,32.215,221.286,129.423,1.567,2.985,22.683,147.14,6.691,2.401,17.083,0.484,172.852,105.265,0.214,0.183,1.482,0.045,64.57,10.819,31.593,0.088,0.309,1.044,1.722,29.809,,"{""oneMedium"":128.02,""serving"":128.02}",null,44039820,1
wi47cvva,"ITALIAN HERB DRESSING, ITALIAN HERB",packagedFoods,300.0,30.0,5.0,0.0,6.67,0.0,3.33,0.0,0.0,1233.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"{""serving"":30.0,""package"":360.0,""tbsp"":15.0,""ml"":0.96}",0.987,111112095,64
wi4vgolb,Citrus Cheesecake,genericMeals,299.634,20.753,11.445,0.155,24.408,0.504,19.037,5.192,95.707,192.458,78.837,0.674,4.853,14.59,119.97,5.572,1.373,11.432,0.511,96.462,201.28,0.059,0.161,0.41,0.05,24.642,14.597,5.911,0.234,0.534,0.594,3.04,47.49,,"{""oneMedium"":153.37,""serving"":153.37,""ml"":1.0}",1.0,111148556,48
wi7udhta,Snickers Sundae,fastFoods,300.0,11.622,7.027,0.27,44.595,0.811,31.081,4.054,27.027,164.865,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":370.0}",null,10484748,0
widi30ra,Curried Okra,genericMeals,108.071,6.01,2.463,0.009,12.664,2.545,2.335,2.526,19.161,184.568,57.496,1.34,18.303,,250.014,2.257,0.902,37.376,0.523,63.858,38.963,0.139,0.08,0.846,0.173,44.099,38.946,3.468,0.065,0.0,0.837,17.248,77.6,,"{""oneMedium"":240.29,""serving"":240.29,""ml"":1.0}",1.0,115277823,0
wiiji5ha,Blueberry Sherbet,genericMeals,122.948,2.9,1.703,0.0,23.834,1.191,21.536,1.746,9.537,38.056,37.581,0.145,5.233,15.261,73.185,0.679,0.16,5.63,0.193,28.099,28.585,0.029,0.062,0.211,0.033,4.334,4.334,0.0,0.08,0.159,0.329,8.956,63.863,,"{""cup"":240.0,""ml"":1.0}",1.007,110100108,50
wis7hcoa,Aubergine Parmigiana,genericMeals,94.252,6.475,1.947,0.019,6.253,2.255,3.398,3.566,10.006,180.613,80.331,0.477,5.11,0.375,212.59,3.16,0.997,15.17,0.454,68.943,29.596,0.091,0.072,0.669,0.09,18.768,17.975,0.468,0.154,0.058,1.205,6.753,81.69,,"{""oneMedium"":553.44,""serving"":553.44,""ml"":1.0}",1.0,111148557,54
wivo9cpa,Boiled Chicken,genericMeals,91.752,5.729,1.712,0.047,1.578,0.425,0.618,8.174,30.274,119.378,12.769,0.543,1.53,,130.257,2.355,1.187,11.508,0.74,71.075,69.539,0.035,0.059,2.975,0.184,5.976,5.976,0.0,0.213,0.088,0.184,3.334,83.946,,"{""oneMedium"":337.43,""serving"":337.43,""ml"":1.0}",1.0,914317297,0
wj0ati3b,canned cranberry beans,genericFoods,83.0,0.28,0.072,,15.12,6.3,,5.54,0.0,332.0,34.0,1.55,0.8,,260.0,0.024,0.12,32.0,0.84,86.0,0.0,0.039,0.039,0.504,0.055,77.0,77.0,0.0,0.0,0.0,,,77.56,,"{""serving"":130.0,""can"":487.5,""cup"":260.0}",1.099,268435455,2
wjho795a,Sausage Manicotti,genericMeals,189.483,9.539,4.451,0.053,15.261,1.142,2.548,10.5,29.332,396.117,142.335,0.883,3.357,,215.42,3.211,0.873,22.328,1.192,158.026,59.363,0.077,0.137,1.896,0.126,16.36,13.322,1.787,0.421,0.2,0.842,11.261,62.786,,"{""oneMedium"":322.28,""serving"":322.28,""ml"":1.0}",1.0,106942080,0
wjkw72ra,Pineapple Sherbet,genericMeals,108.808,2.534,1.244,0.0,20.526,0.427,19.283,1.797,6.745,62.188,56.796,0.166,11.23,14.721,108.554,0.627,0.489,10.826,0.255,45.519,21.675,0.047,0.086,0.178,0.055,8.028,8.028,0.0,0.136,0.198,0.072,0.395,74.523,,"{""cup"":240.0,""ml"":1.0}",1.007,46137068,11
wjv9c4lb,Lavender Sugar,genericMeals,385.738,1.084,0.582,0.022,97.063,1.235,95.014,0.599,1.939,14.646,50.898,0.899,1.774,95.009,31.039,0.248,0.095,6.892,0.168,11.023,9.523,0.015,0.039,0.03,0.051,9.396,9.396,0.0,0.017,0.011,0.015,0.055,0.994,,"{""tbsp"":20.72}",1.401,113246206,0
wjvo3zfa,Okra Soup,genericMeals,60.148,3.045,1.077,0.033,4.608,1.118,1.349,3.984,14.811,248.001,26.415,0.588,10.515,0.087,179.622,1.298,0.439,19.666,0.682,59.871,88.233,0.106,0.088,1.339,0.151,25.428,23.096,1.365,1.018,0.167,0.51,14.27,87.217,,"{""ml"":1.0}",1.0,102695921,1538
wjvvugbb,Apple Marmalade,genericMeals,173.21,0.096,0.009,0.0,44.645,1.418,41.84,0.202,0.0,3.043,5.078,0.119,3.23,36.786,61.023,0.003,0.016,2.877,0.031,6.053,2.115,0.011,0.021,0.059,0.021,1.714,2.34,0.0,0.0,0.0,0.094,1.275,54.912,,"{""oneMedium"":334.6,""serving"":334.6,""ml"":1.0}",1.0,130023422,0
wjxc1fra,golden raisin,genericFoods,302.0,0.46,0.151,,79.52,4.0,59.19,3.39,0.0,12.0,53.0,1.79,3.2,,746.0,0.019,0.135,35.0,0.32,115.0,0.0,0.008,0.191,1.142,0.323,3.0,3.0,0.0,0.0,0.0,0.12,3.5,14.97,,"{""serving"":37.0,""cup"":145.0}",0.613,939524094,2
wk0dtgkb,Moroccan Beef,genericMeals,105.985,4.4,1.609,0.187,8.953,1.315,1.633,7.619,18.553,98.772,22.409,1.033,10.708,0.07,228.62,2.124,0.356,15.199,1.585,82.119,37.015,0.08,0.087,2.069,0.226,18.38,18.38,0.0,0.595,0.022,0.4,12.021,78.088,,"{""oneMedium"":345.83,""serving"":345.83,""ml"":1.0}",1.0,101703569,50
wk8jc5ya,Baked Asparagus,genericMeals,120.983,9.496,3.9,0.107,5.688,1.775,1.722,4.3,21.451,186.97,87.294,1.947,5.859,,178.999,4.059,1.004,15.405,0.693,88.865,77.174,0.13,0.148,0.902,0.091,44.819,40.888,2.312,0.11,0.146,1.556,38.691,79.134,,"{""oneMedium"":154.29,""serving"":154.29,""ml"":1.0}",1.0,111148781,10
wkd629aa,all-bran cereal,genericFoods,260.0,4.9,0.64,0.0,74.24,29.3,15.69,13.14,0.0,258.0,389.0,17.6,20.0,,1020.0,0.67,2.11,362.0,12.4,1150.0,522.0,2.27,2.71,14.8,12.0,2198.0,41.0,1269.0,18.8,4.3,1.24,5.2,2.12,,"{""serving"":60.0,""tsp"":1.29,""tbsp"":3.87,""cup"":62.0}",0.262,113246110,2
wkmjxcva,T&a  Slaw Mix,packagedFoods,35.274,0.0,0.0,0.0,7.055,,7.055,0.0,0.0,1199.315,,,,,,,,,,,,,,,,,,,,,,,,0.0,"{""serving"":28.35,""package"":453.59,""tsp"":28.35}",5.752,130023149,0
wkn65ifb,Meringue Buttercream,genericMeals,459.305,38.081,24.099,1.538,29.465,0.0,29.387,2.248,100.864,33.914,12.965,0.039,0.0,29.188,44.45,9.862,1.428,2.9,0.051,13.822,320.887,0.003,0.096,0.039,0.002,2.086,2.086,0.0,0.095,0.704,1.088,3.284,29.971,,"{""oneMedium"":154.84,""serving"":154.84,""ml"":1.0}",1.0,111148652,0
wkn6sg9a,Egg Roll,fastFoods,266.667,18.333,2.5,0.0,21.667,1.667,5.0,3.333,0.0,433.333,,,,,,,,,,,,,,,,,,,,,,,,,"{""piece"":60.0}",null,0,0
wl9089ka,Filipino Menudo,genericMeals,121.133,5.85,1.88,0.011,8.123,1.16,3.302,9.054,38.684,290.251,26.23,1.425,9.369,0.055,292.141,2.656,0.771,19.59,1.09,116.674,228.334,0.35,0.229,2.781,0.308,20.247,20.017,0.135,1.298,0.233,0.454,2.78,75.467,,"{""oneMedium"":370.71,""serving"":370.71,""ml"":1.0}",1.0,102747265,314
wlag776b,"Raspberries, raw",genericFoods,52.0,0.65,0.019,,11.94,6.5,4.42,1.2,0.0,1.0,25.0,0.69,26.2,,151.0,0.064,0.375,22.0,0.42,29.0,2.0,0.032,0.038,0.598,0.055,21.0,21.0,0.0,0.0,0.0,0.87,7.8,85.75,,"{""cup"":123.0,""oneMedium"":1.9,""package"":312.0,""box"":312.0,""serving"":61.0}",0.52,939524095,2
wlbsmv8a,smoked whitefish,genericFoods,108.0,0.93,0.228,,0.0,0.0,0.0,23.4,33.0,1019.0,18.0,0.5,0.0,,423.0,0.278,0.293,23.0,0.49,132.0,57.0,0.032,0.101,2.4,0.389,7.0,7.0,0.0,3.26,12.8,0.21,0.1,70.83,,"{""serving"":28.0,""cup"":136.0,""cubicInch"":17.0}",0.806,536869881,0
wldyriva,Feta Spread,genericMeals,240.831,20.416,10.547,0.0,5.966,1.31,2.777,9.589,57.172,621.303,328.424,1.533,3.826,,89.251,7.59,1.057,17.69,1.738,202.364,99.162,0.093,0.478,0.658,0.281,23.427,23.427,0.0,0.927,0.256,1.351,15.32,55.31,,"{""oneMedium"":75.95,""serving"":75.95,""ml"":1.0}",1.0,115343085,0
wlk0z1lb,cooked pearled barley,genericFoods,123.0,0.44,0.093,,28.22,3.8,0.28,2.26,0.0,3.0,11.0,1.33,0.0,,93.0,0.057,0.214,22.0,0.82,54.0,0.0,0.083,0.062,2.063,0.115,16.0,16.0,0.0,0.0,0.0,0.01,0.8,68.8,,"{""serving"":200.0,""cup"":157.0}",0.664,134217694,0
wlkf7kaa,Cranberry Crumble,genericMeals,258.173,11.638,6.355,0.316,37.467,2.448,24.666,2.722,29.593,56.113,43.085,0.661,4.459,20.937,124.189,3.234,1.182,23.253,0.494,67.085,89.103,0.078,0.079,0.341,0.047,12.469,7.518,2.932,0.089,0.186,0.708,2.443,47.614,,"{""oneMedium"":129.14,""serving"":129.14,""ml"":1.0}",1.0,44039820,1
wlptarwb,shad,genericFoods,197.0,13.77,3.126,,0.0,0.0,0.0,16.93,75.0,51.0,47.0,0.97,0.0,,384.0,5.724,3.268,30.0,0.37,272.0,32.0,0.15,0.24,8.4,0.4,15.0,15.0,0.0,0.15,4.8,1.22,0.1,68.19,,"{""oneMedium"":450.0}",null,1056963577,0
wlrl8cxb,Prawn Fajitas,genericMeals,101.136,3.816,0.716,0.027,5.513,0.541,0.753,10.822,91.489,472.732,62.025,0.521,5.832,,137.256,1.851,0.928,21.066,0.827,202.774,50.66,0.057,0.034,1.703,0.147,31.416,20.136,6.675,0.805,0.08,1.467,4.625,78.436,,"{""oneMedium"":873.97,""serving"":873.97,""ml"":1.0}",1.0,102741641,8
wlyj050b,western washington bee p?llen,genericFoods,246.0,7.14,5.36,,35.71,5.0,28.57,16.7,,7.0,0.0,4.5,27.9,,,,,,,,,,,,,,,,,,,,,,"{""tsp"":1.0}",0.203,918552572,0
wlysopmb,Lobster Newburg,genericMeals,156.169,10.463,5.836,0.163,5.056,0.461,1.406,9.753,119.973,258.166,71.723,0.512,1.52,,171.446,3.231,0.769,23.901,1.853,121.529,107.565,0.057,0.1,1.301,0.091,21.121,16.198,2.897,0.849,0.583,0.957,4.302,72.919,,"{""oneMedium"":319.97,""serving"":319.97,""ml"":1.0}",1.0,101692929,54
wm23vbgb,Mulling Spices,genericMeals,123.528,2.491,0.653,0.015,31.427,12.408,4.647,2.954,0.0,27.42,247.982,3.812,32.507,,438.579,0.521,0.551,57.716,0.811,54.476,9.492,0.078,0.062,0.899,0.154,20.439,20.439,0.0,0.0,0.0,0.927,14.169,61.251,,"{""tbsp"":20.72,""ml"":1.0}",1.201,922746878,0
wm499qea,Mushroom Bhaji,genericMeals,66.275,4.255,0.426,0.014,6.299,1.534,2.447,2.267,0.119,163.406,20.298,0.822,9.114,,271.028,2.733,0.892,13.602,0.399,60.642,11.007,0.077,0.208,1.981,0.138,15.426,15.426,0.0,0.02,0.093,0.896,3.947,86.04,,"{""oneMedium"":218.99,""serving"":218.99,""ml"":1.0}",1.0,115343085,8
wm88hbda,Aloo Poha,genericMeals,217.67,5.748,0.681,0.012,37.048,1.752,1.835,4.724,0.0,190.966,19.687,1.166,17.256,0.159,239.92,3.224,1.564,30.461,0.76,83.213,6.95,0.096,0.049,1.602,0.215,25.779,25.779,0.0,0.0,0.0,0.979,4.106,51.199,,"{""oneMedium"":269.25,""serving"":269.25,""ml"":1.0}",1.0,77529086,130
wmqkf89b,Barbecue,genericMeals,165.654,10.341,4.23,0.082,8.082,0.928,4.196,9.987,49.389,250.4,64.233,0.9,7.356,0.735,228.606,3.603,1.233,17.922,1.319,114.796,65.243,0.131,0.133,2.33,0.213,11.056,11.056,0.0,0.454,0.27,0.417,4.03,70.429,,"{""oneMedium"":197.38,""serving"":197.38,""ml"":1.0}",1.0,103730065,562
wmsit3fb,Colorful Kielbasa,genericMeals,162.743,10.454,4.098,0.19,10.211,0.954,1.347,6.854,26.973,291.661,58.627,0.631,3.074,,148.802,3.828,1.456,12.934,0.948,104.991,41.176,0.112,0.129,1.704,0.086,12.76,12.76,0.0,0.286,0.381,0.209,5.552,71.024,,"{""oneMedium"":348.46,""serving"":348.46,""ml"":1.0}",1.0,106909313,48
wmz9m83a,ORGANIC MATCHA,packagedFoods,8.0,0.0,0.0,0.0,2.5,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"{""serving"":236.59,""ml"":0.99,""floz"":29.57}",1.015,130023421,2
wn4fufub,Turkey Ramen,genericMeals,74.18,2.617,0.86,0.009,6.927,0.639,1.09,5.731,21.834,311.712,17.565,0.669,2.478,,141.641,1.02,0.501,12.258,0.543,65.718,23.461,0.084,0.107,2.102,0.135,24.127,13.145,6.437,0.18,0.119,0.245,9.514,83.572,,"{""oneMedium"":693.15,""serving"":693.15,""ml"":1.0}",1.0,106814737,6
wndy939a,Ramp Pesto,genericMeals,359.532,35.756,6.325,0.019,5.759,1.921,1.543,6.557,10.847,257.701,187.665,1.401,12.877,,204.332,20.405,7.47,34.628,0.921,147.197,56.792,0.061,0.112,0.574,0.072,37.618,37.618,0.0,0.147,0.07,4.382,138.192,50.309,,"{""oneMedium"":159.52,""serving"":159.52,""ml"":1.0}",1.0,48234221,9
wnj5kogb,Soba Salad,genericMeals,183.307,6.341,0.866,0.002,27.764,1.693,4.599,6.631,1.846,475.878,81.071,1.681,12.236,2.576,252.44,2.622,2.415,48.027,0.944,123.186,59.77,0.202,0.113,1.533,0.147,60.459,52.964,4.418,0.007,0.009,0.713,38.072,56.887,,"{""oneMedium"":214.85,""serving"":214.85,""ml"":1.0}",1.0,111017372,50
wnj6jkxa,Hazelnut Chicken,genericMeals,178.537,11.794,3.154,0.075,6.038,0.986,1.601,10.968,48.342,148.134,22.339,0.893,4.114,0.04,231.806,5.825,1.904,21.8,0.771,110.8,57.468,0.078,0.099,4.076,0.299,15.231,14.192,0.613,0.197,0.138,1.046,10.235,69.504,,"{""oneMedium"":601.66,""serving"":601.66,""ml"":1.0}",1.0,34569729,60
wnnutioa,Sorrel Soup,genericMeals,58.216,2.946,1.302,0.04,5.573,0.681,1.201,2.473,13.047,173.239,25.996,0.559,5.249,,149.81,0.964,0.266,9.914,0.36,39.093,54.269,0.047,0.069,0.912,0.117,9.25,8.95,0.296,0.104,0.101,0.337,44.726,87.988,,"{""ml"":1.0}",1.0,106954241,60
wnq9vt8a,Lady Fingers,genericMeals,280.872,8.33,3.61,0.077,46.675,1.164,28.526,5.757,95.146,127.307,36.093,1.197,2.876,27.722,110.486,3.112,0.995,16.719,0.525,82.938,75.137,0.139,0.193,0.941,0.066,48.149,24.77,13.736,0.186,0.497,0.881,2.457,38.297,,"{""oneMedium"":105.56,""serving"":105.56}",null,44039692,63
wnruoefb,broadbeans immature seeds raw,genericFoods,72.0,0.6,0.138,,11.7,4.2,,5.6,0.0,50.0,22.0,1.9,33.0,,250.0,0.017,0.31,38.0,0.58,95.0,18.0,0.17,0.11,1.5,0.038,96.0,96.0,0.0,0.0,0.0,,,81.0,,"{""oneMedium"":8.0,""cup"":109.0}",0.461,536870911,0
wnsyqyma,Senior Starter,fastFoods,247.059,22.353,7.059,0.0,1.176,1.176,0.0,10.588,270.588,341.176,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":85.0}",null,134217729,0
wo57qnva,trail mix,genericFoods,462.0,29.4,5.55,,44.9,,,13.8,0.0,229.0,78.0,3.05,1.4,,685.0,12.53,9.65,158.0,3.22,345.0,1.0,0.462,0.198,4.712,0.298,71.0,71.0,0.0,0.0,,,,9.2,,"{""serving"":30.0,""tsp"":3.13,""tbsp"":9.37,""cup"":150.0}",0.634,245366782,131
woklj47b,Sushi,genericMeals,137.421,3.239,0.895,0.005,22.053,0.875,1.831,4.618,11.047,154.276,20.667,0.654,3.292,1.212,141.075,1.501,0.537,18.987,0.588,68.727,34.1,0.061,0.066,1.452,0.124,21.015,18.102,1.714,0.252,0.269,0.461,11.691,68.881,,"{""oneMedium"":238.54,""serving"":238.54,""ml"":1.0}",1.0,102740104,1914
woleyzyb,"Litchis, dried",genericFoods,277.0,1.2,0.27,,70.7,4.6,66.1,3.8,0.0,3.0,33.0,1.7,183.0,,1110.0,0.328,0.361,42.0,0.28,181.0,0.0,0.01,0.57,3.1,0.09,12.0,12.0,0.0,0.0,0.0,0.31,1.6,22.3,,"{""oneMedium"":2.5}",null,855638014,66
wotkevlb,Sparkling Sangria,genericMeals,80.096,0.25,0.047,0.001,8.378,0.764,5.858,0.588,0.918,18.831,11.81,0.283,9.993,1.665,94.024,0.074,0.072,9.071,0.148,18.091,5.144,0.022,0.028,0.277,0.048,6.29,6.385,0.0,0.013,0.005,0.101,1.607,84.102,,"{""oneMedium"":301.06,""serving"":301.06,""ml"":1.0}",1.0,128974847,0
wour440b,Butterscotch Malt,fastFoods,221.739,6.957,4.565,0.0,37.174,0.0,27.174,2.609,32.609,128.261,13.043,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,"{""serving"":460.0}",null,0,0
woyt59ma,"Bread, egg",genericFoods,287.0,6.0,1.593,,47.8,2.3,1.78,9.5,51.0,380.0,93.0,3.04,0.0,,115.0,2.302,1.106,19.0,0.79,106.0,63.0,0.438,0.436,4.848,0.064,130.0,70.0,35.0,0.1,0.4,0.26,0.9,34.7,,"{""slice"":40.0,""cup"":60.0,""oneMedium"":480.0,""serving"":82.0}",0.254,111148828,8
wp3g16da,Creme Patissiere,genericMeals,158.311,5.733,2.794,0.043,22.438,0.154,18.662,4.2,108.757,38.043,90.536,0.514,0.0,15.11,109.098,1.893,0.597,9.16,0.516,100.113,75.439,0.083,0.194,0.329,0.063,27.96,17.936,5.893,0.489,1.393,0.324,0.368,66.752,,"{""oneMedium"":205.43,""serving"":205.43,""ml"":1.0}",1.0,111148556,48
wp4t65ua,passion fruit puree,genericFoods,72.0,0.3,0.0,0.0,16.1,0.2,0.0,1.1,0.0,0.0,0.0,0.486,7.14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"{""oneMedium"":100.0,""serving"":100.0,""cup"":230.0}",0.972,801112062,2
wperlg4a,Tostadas,genericMeals,175.975,11.673,3.581,0.146,11.122,2.223,1.563,7.585,24.881,239.402,86.863,0.948,7.402,,232.985,5.191,1.928,25.549,1.031,131.583,53.672,0.094,0.104,1.888,0.18,25.222,21.152,2.408,0.286,0.123,1.201,10.329,67.907,,"{""ml"":1.0}",1.0,106946177,56
wpffo82a,boiled onion,genericFoods,44.0,0.19,0.031,,10.15,1.4,4.73,1.36,0.0,3.0,22.0,0.24,5.2,,166.0,0.027,0.073,11.0,0.21,35.0,0.0,0.042,0.023,0.165,0.129,15.0,15.0,0.0,0.0,0.0,0.02,0.5,87.86,,"{""oneMedium"":92.13,""oneLarge"":128.0,""oneSmall"":60.0,""serving"":100.0,""slice"":17.87,""tbsp"":15.0,""cup"":210.0}",0.951,939524095,0
wpisq3lb,turkey giblet,genericFoods,124.0,5.09,1.452,0.046,0.07,0.0,0.0,18.18,333.0,136.0,18.0,5.92,0.0,,198.0,1.016,1.425,22.0,3.23,223.0,3939.0,0.149,1.393,8.694,0.654,331.0,331.0,0.0,13.06,0.8,0.25,0.0,76.03,,"{""oneMedium"":244.0,""piece"":24.0}",null,1056964593,0
wpnj8i5a,Loquat Jam,genericMeals,144.067,0.11,0.02,0.0,37.282,1.088,30.882,0.266,0.0,1.499,9.441,0.194,2.277,30.027,128.803,0.006,0.046,6.526,0.04,13.219,33.495,0.012,0.021,0.131,0.049,6.48,6.48,0.0,0.0,0.0,0.019,0.183,62.065,,"{""oneMedium"":641.03,""serving"":641.03,""ml"":1.0}",1.0,130023422,64
wpt8q0hb,Sichuan Chicken,genericMeals,104.113,4.219,0.699,0.016,7.203,0.835,1.386,9.136,27.309,168.997,12.843,0.629,16.568,0.293,223.316,1.997,1.031,18.956,0.496,101.107,28.668,0.082,0.122,4.027,0.335,27.72,16.022,6.893,0.109,0.029,0.649,6.173,78.372,,"{""oneMedium"":299.57,""serving"":299.57,""ml"":1.0}",1.0,69160209,132
wpvntzna,"BARILLA, FUSILLI",packagedFoods,357.0,1.79,0.0,0.0,75.0,3.6,3.57,12.5,0.0,0.0,0.0,3.21,0.0,,,,,,,,,1.0,0.455,5.357,,,,,,,,,,,"{""serving"":56.7}",null,117440414,0
wpwlcjdb,grandaisy ciabatta,genericFoods,250.0,0.0,0.0,0.0,42.857,3.571,3.571,7.143,0.0,410.714,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"{""oneMedium"":130.0,""serving"":28.0}",null,671088542,64
wpx00n8b,Currant Cake,genericMeals,208.412,8.17,4.399,0.213,28.291,1.463,16.105,6.753,61.725,188.073,92.448,1.087,10.36,10.583,202.68,2.53,0.677,23.075,0.635,122.044,72.187,0.102,0.185,0.777,0.079,30.759,17.066,8.044,0.274,0.39,0.513,2.669,55.478,,"{""oneMedium"":209.71,""serving"":209.71,""ml"":1.0}",1.0,102755840,48
wpzglx7b,Moroccan Meatballs,genericMeals,152.277,8.509,2.832,0.218,10.765,1.629,2.11,8.306,29.153,163.605,30.373,1.465,5.901,0.189,246.61,4.036,0.749,21.826,1.582,94.374,20.209,0.128,0.107,2.399,0.184,22.047,20.047,1.179,0.715,0.083,0.716,15.56,71.29,,"{""oneMedium"":321.36,""serving"":321.36,""ml"":1.0}",1.0,35643153,55
wq09xpnb,Cheese Crackers,genericMeals,385.449,25.904,14.74,0.911,25.695,1.491,1.003,12.901,69.711,307.255,277.739,1.413,2.932,0.127,100.821,6.909,1.559,25.029,1.622,240.182,203.702,0.184,0.279,1.499,0.078,69.338,20.802,28.544,0.427,1.18,1.127,4.396,33.249,,"{""oneMedium"":54.59,""serving"":54.59,""ml"":1.0}",1.0,111148685,112
wq0qjcwb,Broccoli Risotto,genericMeals,96.731,3.506,1.464,0.045,11.654,0.712,1.049,3.211,7.693,213.215,35.151,0.612,15.018,,122.359,1.503,0.301,11.843,0.461,52.512,25.985,0.06,0.064,0.974,0.093,33.213,14.368,11.071,0.083,0.037,0.328,18.385,79.745,,"{""oneMedium"":563.75,""serving"":563.75,""ml"":1.0}",1.0,101711585,2
wqhkvqcb,"Peaches, Sliced",fastFoods,66.667,0.0,0.0,0.0,13.333,0.0,13.333,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":15.0}",null,16777217,0
wqiy2ggb,Berry Popsicles,genericMeals,72.199,1.098,0.628,0.0,16.357,2.356,12.279,0.845,0.0,14.867,45.057,0.462,17.493,2.635,168.526,0.163,0.15,15.842,0.297,20.903,13.49,0.026,0.06,0.444,0.084,13.104,13.104,0.0,0.211,0.169,0.812,7.082,81.266,,"{""oneMedium"":118.55,""serving"":118.55,""ml"":1.0}",1.0,113246206,66
wqvb6hha,Pasties,genericMeals,216.847,12.874,4.51,0.75,18.848,1.443,1.104,6.548,24.407,180.484,18.539,1.237,6.655,0.013,246.242,5.387,2.049,17.275,1.11,80.555,60.661,0.173,0.114,2.075,0.203,38.701,14.199,14.403,0.37,0.105,0.472,7.939,60.624,,"{""oneMedium"":293.87,""serving"":293.87,""ml"":1.0}",1.0,102747648,60
wr2il6rb,Roasted Edamame,genericMeals,145.15,8.672,0.784,0.003,8.925,4.818,2.263,9.993,0.0,220.725,60.547,2.169,8.067,,447.286,3.358,1.243,59.679,1.283,156.571,3.415,0.161,0.214,0.9,0.123,289.852,289.852,0.0,0.0,0.0,1.305,31.321,70.636,,"{""oneMedium"":96.53,""serving"":96.53,""ml"":1.0}",1.0,115342847,64
wr2x987a,pork tenderloin,genericFoods,120.0,3.53,1.181,0.036,0.0,0.0,0.0,20.65,65.0,52.0,6.0,0.97,0.0,,393.0,1.355,0.562,27.0,1.87,243.0,0.0,0.982,0.337,6.61,0.765,0.0,0.0,0.0,0.52,0.3,0.22,0.0,74.97,,"{""oneMedium"":505.0,""serving"":300.0,""slice"":200.0}",null,1048563697,0
wr7kzkkb,"Salt, table",genericFoods,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,38758.0,24.0,0.33,0.0,,8.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,"{""tsp"":6.0,""tbsp"":18.0,""cup"":292.0,""serving"":6.0}",1.223,1073741823,0
wrfmwreb,German Sauerkraut,genericMeals,64.471,2.373,0.846,0.02,6.402,1.946,2.437,3.952,9.64,373.951,24.431,0.87,12.234,0.213,201.928,0.955,0.343,13.866,0.456,55.556,5.327,0.092,0.056,1.13,0.165,17.845,17.971,0.0,0.081,0.024,0.134,14.889,85.215,,"{""oneMedium"":236.54,""serving"":236.54,""ml"":1.0}",1.0,103731185,0
